value,adx_min,rsi2_max,rsi14_exit,sl_atr,tp_atr,use_second_hour,Sharpe,CAGR,MaxDD,Trades
2.358919846576368,15.859186953359591,7.651372307303301,63.208320402708935,1.678554247838409,1.3699144194324409,False,2.358919846576368,0.14262182120994993,-0.012142393288781084,15
2.223510564028914,15.115873370798706,5.850149662166163,61.102648504550054,1.6468586577982272,1.3055012970081314,False,2.223510564028914,0.12645961226629976,-0.010922578606269995,13
2.135618002746589,19.9710605508795,5.914451767642206,66.59295634791019,1.3117335168302926,1.2062840487907764,False,2.135618002746589,0.11522746605662904,-0.00899434470643734,9
2.1346658997652663,20.451633390639852,7.9853046146563695,59.16964333854864,1.660049373942893,1.4537673727175084,False,2.1346658997652663,0.12161918975486441,-0.012142393288781084,9
2.109494485114858,18.6613374655791,7.957386170075075,60.608007948269716,1.7174294165656878,1.9636193545099252,False,2.109494485114858,0.12629025424393814,-0.012142393288781084,11
2.0140261276317957,15.60643085200839,7.638614837019755,57.548368324654994,1.8818634024973722,1.502426766727457,False,2.0140261276317957,0.12146219150739457,-0.012142393288781084,15
1.8632168066605217,17.174419280665948,6.120810973029067,58.78949484735162,1.8990385721896483,1.3403570223850791,False,1.8632168066605217,0.10356958577044528,-0.011992108642449373,12
1.823725908271167,15.943904370583772,6.361043153849431,57.8925701696401,1.9019503771129456,1.6360908191625498,False,1.823725908271167,0.10281580047249683,-0.010922578606269995,13
1.812803520871564,11.531578469486913,9.000472529709988,57.816128093988354,1.9459580658941935,1.9499038595406497,False,1.812803520871564,0.11210294189361569,-0.013186086206642411,20
1.7703085396934053,15.549704861543997,5.087736682085954,55.756822595896494,1.713349090238491,1.6769749682941244,False,1.7703085396934053,0.09492328705028719,-0.01092257860626944,10
1.7392638796415754,19.191880750801893,7.0793148847478164,59.308169425961246,1.6438224880360564,1.2710732487980334,False,1.7392638796415754,0.09399413264452261,-0.012142393288781084,10
1.7146540636254408,12.378332576254532,9.531812686887626,55.21420964944115,1.9589935961028162,1.6890453301619475,False,1.7146540636254408,0.10113055597265475,-0.012904319774751372,22
1.6951871333952366,17.063526295488288,7.524247878499608,60.81397829035016,1.4609987589523397,1.3093951628959137,False,1.6951871333952366,0.10003650649257878,-0.01544127873302259,14
1.6690906008025412,25.178705976158668,14.07380302964053,56.48167115579075,2.329933869436223,2.975604975755357,False,1.6690906008025412,0.1084851247342482,-0.013647899111584039,15
1.6416116332736412,21.5095892896377,8.019294222761662,60.775849678838256,1.5984261330790352,1.9330169022010688,False,1.6416116332736412,0.09486714045791866,-0.01643453111288451,8
1.616175888789212,16.730042978260357,7.571415133679437,63.35968304237281,1.8204330707336025,1.3888032120466687,False,1.616175888789212,0.094602759366619,-0.012142393288781084,14
1.5241861158210581,12.263143597687234,5.16587187647532,55.53310958435763,2.007614042894874,1.7484297886298203,False,1.5241861158210581,0.08166608484493754,-0.01092257860626944,11
1.4733261851097184,20.335254046908208,6.694850515272323,57.681539129452815,1.7331063516002783,1.5869993942172342,False,1.4733261851097184,0.0790633898288422,-0.012820912084061109,9
1.4501958512005648,16.77875732109119,6.118894810154167,60.2828497858133,1.8789109817612717,1.393874558728395,False,1.4501958512005648,0.07975807121741663,-0.012670730662077245,12
1.44933628741807,12.377199967560315,5.608849051672433,55.70236994671134,2.072679898301791,1.7668471181345826,False,1.44933628741807,0.0785263672684029,-0.01092257860626944,12
1.44933628741807,12.361500778360256,5.397691543691436,56.081224286777946,2.077693130009596,1.8120558488796208,False,1.44933628741807,0.0785263672684029,-0.01092257860626944,12
1.3385291528268932,18.862259536032592,7.158188963226917,64.73525531039034,1.7293501870324917,2.0094553785850455,False,1.3385291528268932,0.07166686791564025,-0.014424543504581111,10
1.3307272470892455,17.98618931814057,6.530724769110355,59.54329246719965,1.9276655353202157,1.6505339007291273,False,1.3307272470892455,0.07165616089413507,-0.014426870999235342,10
1.203381277679076,12.183811284190721,6.78906490122101,58.3436594807136,2.3626374071809755,2.15613818237365,False,1.203381277679076,0.06752839923713694,-0.015325490763883343,15
1.0823291315171075,13.455690123918172,11.592229265520766,51.50569661285553,1.6875826659092334,1.276728854373614,False,1.0823291315171075,0.06947442261053416,-0.014686151415807647,30
0.9509064696850401,10.085565977539328,10.1049597689716,53.83731063377026,1.9628478811848333,2.450319717722266,False,0.9509064696850401,0.05861648847408407,-0.013945064119222472,25
0.8596188812067368,10.548192229420797,10.204853126708569,54.67337368846661,1.9563730791052085,1.6958597673378482,False,0.8596188812067368,0.053971153654178705,-0.015620980598326728,25
0.8580782538271724,21.415914750569634,8.120784817945585,62.94973330280323,1.4024229349731674,1.4493565731567923,False,0.8580782538271724,0.04774015106059615,-0.021560278446928316,9
0.7117230102041893,10.906315968695445,10.47018635018202,52.70315167727605,2.2234971732784192,2.3942671493993384,False,0.7117230102041893,0.04370782778144178,-0.016680254340225464,28
0.6781772648485439,22.071984623908264,9.117512848315979,61.89828365120537,1.7932026661901195,1.9296149156379538,False,0.6781772648485439,0.03571742345580131,-0.019374947496578532,9
0.6207211993054512,14.905135392573602,13.510616030876793,52.91907025153392,2.261478235000634,2.8925337950050216,False,0.6207211993054512,0.039026534366283894,-0.01977290680747168,31
0.42945067605624176,14.357155181231505,13.645199421637217,53.145224151921134,2.304208828721759,3.0277981434260717,False,0.42945067605624176,0.026446123459210824,-0.02259129382612768,32
0.42945067605624176,14.393407358063158,13.107964161319947,52.50923912798231,2.2447155096609097,3.024752924578957,False,0.42945067605624176,0.026446123459210824,-0.02259129382612768,32
0.32605484188984,19.626949133886708,17.0082323879115,56.913095647413584,1.439777412887755,2.9415491975522565,False,0.32605484188984,0.0191702814481014,-0.024587737464510817,24
0.32309594987201257,18.398796987008403,8.633511228505872,60.352863296983,1.5450648894320662,2.0705891290733542,False,0.32309594987201257,0.017278900547721854,-0.025509300320420536,13
-0.10378235752843849,25.24836515665151,16.192500871186184,55.673817033725626,1.621411102620693,3.768452722516378,False,-0.10378235752843849,-0.006487585422058295,-0.018100623791935666,15
-0.15927314043058968,19.403836921861316,20.195188287364214,59.007101940606894,1.2287197307527948,2.2688568747291216,False,-0.15927314043058968,-0.013339421069294644,-0.03985773028844097,29
-0.21820037504545264,17.283072912541588,12.193091152939768,59.72049740825706,2.1482474033219354,2.638431296576776,False,-0.21820037504545264,-0.01687552837489581,-0.022528948422892547,23
-0.5084029038327481,23.2720101154677,16.519913782724675,54.92404366725995,1.3111047897616448,3.8274455993886805,False,-0.5084029038327481,-0.02892221687997698,-0.021073765085292684,18
-0.5981913088231633,20.919652703902553,17.130626300918237,51.2932761557275,1.4927470469417239,3.5709725908867442,False,-0.5981913088231633,-0.03455457556524266,-0.020224987333596234,23
-1.047975793906891,24.025197241626053,21.455320309838605,62.42257920186898,0.9718785534804643,2.0906628250256176,False,-1.047975793906891,-0.07304723453510886,-0.041905184157063013,22
-1.0789482484155473,20.30295289880714,22.218799392769522,68.19368692507881,1.265565267670115,1.2228325859949862,False,-1.0789482484155473,-0.07630950599481545,-0.03655128447035494,25
-1.5251045604388933,13.74076332771471,20.135024937210193,63.81325425670572,2.475506174621932,1.2120821050781243,False,-1.5251045604388933,-0.11493889107075872,-0.06500899526129622,41
-1.5275286637788728,16.74658709882162,15.645987470540598,54.52116209924651,1.3608262240688984,3.307489163623698,False,-1.5275286637788728,-0.09428095893670607,-0.03480403200871096,31
-1.7278532038096521,11.007341745075312,10.74105300084622,68.96687408683019,1.565468309586554,3.2696926504755,False,-1.7278532038096521,-0.1301586941855235,-0.04139774117500017,26
-2.3624235313107507,27.63748087499436,18.860695261574264,57.67681097988156,1.715709573816524,2.672187307983313,False,-2.3624235313107507,-0.08746880591515871,-0.03438048613929667,13
-2.6989516125439215,15.782751023565513,24.47139839747824,57.073105044816565,1.7758579429209471,1.501507020234171,False,-2.6989516125439215,-0.19812631003579528,-0.06977122079398701,47
-3.111394553181381,28.70544575959096,23.505528873673867,52.89507269675272,1.16642546512293,3.3085968574922475,False,-3.111394553181381,-0.08792031731215622,-0.027317714304840868,15
-4.894351948107214,28.574386602751886,19.14964815769501,59.82779892823513,1.8076525828447234,1.3704040949052634,False,-4.894351948107214,-0.17922203142665083,-0.046145827468897505,11
-9.5,26.659304517279097,5.378217593784145,61.60914203635789,2.086343087921784,1.5254869807452152,False,1.810422062245318,0.09210534671232251,-0.008994344706437118,5
-9.6,17.9634873156339,11.612491095892825,65.45968581824921,1.5219650804966764,1.2123636657825907,True,-2.3969227285372665,-0.0577160772711548,-0.013953479709676642,4
-9.7,23.072876908233003,13.2416618916805,50.48529043259771,0.808385721094747,3.9670562357527994,True,-2.8418561866826955,-0.06637803626298555,-0.016103536506348992,3
-9.8,26.899663396102394,24.771403881198268,56.99244375623017,1.6250523284257583,2.033642656522685,True,-2.6747960644832083,-0.06241880737945149,-0.015118901628251913,2
-9.9,17.953469924916973,8.55021708519466,61.37364383724619,2.4559025635213296,2.9027369533436933,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,20.624197632450077,6.395006056613379,64.46021108538861,1.9348125996554442,2.5538450658380882,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,28.82523600104009,7.235973381771064,66.68340483517201,2.063982656714365,1.9646266534684724,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,12.917757333578496,7.9324560172805025,57.9750918891995,1.849516336760864,1.5566103914121459,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,15.93047971533209,8.881746021519518,56.66994393544167,2.3661367039428463,1.866655245077395,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,29.748130880603195,9.506138921969878,58.57990887610391,1.8608823353062693,2.259508316415255,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
-9.9,14.96841361994363,6.2102894912373,58.8491283744487,1.6397191246255598,1.4367517814144595,True,-1.9700807921264667,-0.028202917532742955,-0.006739259496441274,1
